territory,territory_order,territory_type,average_rent_price,year_quarter
el Congrés i els Indians,62,Neighbourhood,730.839870550162,2017Q1
la Guineueta,48,Neighbourhood,634.544347826087,2017Q1
la Sagrera,61,Neighbourhood,667.555366218236,2017Q1
Can Peguera,47,Neighbourhood,417.844285714286,2017Q1
Sant Antoni,10,Neighbourhood,900.481369356032,2017Q1
la Vall d'Hebron,41,Neighbourhood,828.961578947368,2017Q1
Eixample,2,District,956.209491447065,2017Q1
les Roquetes,50,Neighbourhood,504.309032258065,2017Q1
Vallbona,56,Neighbourhood,476.434375,2017Q1
Vilapicina i la Torre Llobeta,44,Neighbourhood,687.372631578947,2017Q1
el Parc i la Llacuna del Poblenou,66,Neighbourhood,893.671902173913,2017Q1
Sant Martí de Provençals,72,Neighbourhood,742.058823529412,2017Q1
Sants,18,Neighbourhood,737.269205298013,2017Q1
la Teixonera,38,Neighbourhood,663.903896103896,2017Q1
Porta,45,Neighbourhood,654.583090909091,2017Q1
el Bon Pastor,59,Neighbourhood,622.816428571429,2017Q1
Sant Andreu,9,District,659.946594516594,2017Q1
Sant Genís dels Agudells,39,Neighbourhood,674.667647058823,2017Q1
la Sagrera,61,Neighbourhood,575.228618421052,2017Q1
Torre Baró,54,Neighbourhood,425.638,2017Q1
la Vila Olímpica del Poblenou,67,Neighbourhood,1259.70333333333,2017Q1
la Vila Olímpica del Poblenou,67,Neighbourhood,1108.37209302326,2017Q1
Can Baró,34,Neighbourhood,686.958773234201,2017Q1
Ciutat Vella,1,District,828.7861342174,2017Q1
Canyelles,49,Neighbourhood,680.563829787234,2017Q1
Sarrià,23,Neighbourhood,1353.85911894273,2017Q1
Ciutat Vella,1,District,802.86472473295,2017Q1
Sarrià-Sant Gervasi,5,District,1227.89290511265,2017Q1
Metropolità de Barcelona,-1,Functional Territorial Area,721.333212207529,2017Q1
la Nova Esquerra de l'Eixample,9,Neighbourhood,943.229859496124,2017Q1
la Vall d'Hebron,41,Neighbourhood,816.052631578947,2017Q1
la Guineueta,48,Neighbourhood,650.052891986063,2017Q1
la Barceloneta,3,Neighbourhood,722.779439252336,2017Q1
Sants - Badal,17,Neighbourhood,697.577320261438,2017Q1
la Sagrada Família,6,Neighbourhood,876.248502277904,2017Q1
les Roquetes,50,Neighbourhood,533.385684210526,2017Q1
la Font d'en Fargues,36,Neighbourhood,817.1015625,2017Q1
Can Baró,34,Neighbourhood,637.303571428571,2017Q1
el Congrés i els Indians,62,Neighbourhood,696.037974683544,2017Q1
el Putxet i el Farró,27,Neighbourhood,913.450683453237,2017Q1
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1060.02824170124,2017Q1
el Raval,1,Neighbourhood,748.579485771343,2017Q1
Sants - Badal,17,Neighbourhood,759.18470046083,2017Q1
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,715.706766917293,2017Q1
Canyelles,49,Neighbourhood,689.615384615385,2017Q1
el Clot,65,Neighbourhood,774.967234042553,2017Q1
el Camp de l'Arpa del Clot,64,Neighbourhood,778.136916868442,2017Q1
el Turó de la Peira,46,Neighbourhood,615.500429799427,2017Q1
el Putxet i el Farró,27,Neighbourhood,930.192312186978,2017Q1
Navas,63,Neighbourhood,777.636159695817,2017Q1
Les Corts,4,District,1005.33691810345,2017Q1
Hostafrancs,15,Neighbourhood,747.087314487633,2017Q1
Nou Barris,8,District,615.743523537803,2017Q1
el Guinardó,35,Neighbourhood,736.910640904807,2017Q1
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,1092.06296954315,2017Q1
Sant Martí,10,District,842.328532797369,2017Q1
Horta-Guinardó,7,District,685.563805128205,2017Q1
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,749.521478117258,2017Q1
Gràcia,6,District,856.419797979798,2017Q1
la Salut,30,Neighbourhood,799.966995073892,2017Q1
el Carmel,37,Neighbourhood,603.339328671329,2017Q1
les Corts,19,Neighbourhood,1002.47049130763,2017Q1
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,1148.19988888889,2017Q1
Sant Genís dels Agudells,39,Neighbourhood,622.325,2017Q1
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1220.0,2017Q1
el Barri Gòtic,2,Neighbourhood,973.270160891089,2017Q1
el Clot,65,Neighbourhood,767.508199404762,2017Q1
la Nova Esquerra de l'Eixample,9,Neighbourhood,909.078133333333,2017Q1
Catalunya,-1,Autonomous Community,654.8282721619,2017Q1
la Dreta de l'Eixample,7,Neighbourhood,1195.22618920364,2017Q1
Eixample,2,District,990.733495610534,2017Q1
la Clota,42,Neighbourhood,651.25,2017Q1
el Turó de la Peira,46,Neighbourhood,587.017901234568,2017Q1
el Poblenou,68,Neighbourhood,868.901396396396,2017Q1
les Corts,19,Neighbourhood,936.315361842105,2017Q1
la Maternitat i Sant Ramon,20,Neighbourhood,896.44675,2017Q1
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,864.065491585474,2017Q1
Sant Gervasi - la Bonanova,25,Neighbourhood,1236.67735660848,2017Q1
el Poblenou,68,Neighbourhood,900.220411099692,2017Q1
Sant Andreu,60,Neighbourhood,708.595205992509,2017Q1
el Baix Guinardó,33,Neighbourhood,743.881609195402,2017Q1
el Barri Gòtic,2,Neighbourhood,905.264039408867,2017Q1
les Tres Torres,24,Neighbourhood,1634.12255952381,2017Q1
la Vila de Gràcia,31,Neighbourhood,837.089320882852,2017Q1
Sant Martí,10,District,834.210650741351,2017Q1
la Bordeta,16,Neighbourhood,789.980261904762,2017Q1
la Font d'en Fargues,36,Neighbourhood,812.931034482759,2017Q1
Vallcarca i els Penitents,28,Neighbourhood,946.586492537313,2017Q1
la Trinitat Vella,57,Neighbourhood,497.83641025641,2017Q1
la Vila de Gràcia,31,Neighbourhood,860.626723735409,2017Q1
Sant Gervasi - Galvany,26,Neighbourhood,1268.61005,2017Q1
la Trinitat Vella,57,Neighbourhood,497.595977011494,2017Q1
Nou Barris,8,District,625.506929434202,2017Q1
la Maternitat i Sant Ramon,20,Neighbourhood,925.15591503268,2017Q1
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,895.276613924051,2017Q1
Sant Andreu,60,Neighbourhood,733.936998223801,2017Q1
Vallcarca i els Penitents,28,Neighbourhood,910.927192028985,2017Q1
Provençals del Poblenou,71,Neighbourhood,999.620097087379,2017Q1
el Bon Pastor,59,Neighbourhood,627.453892215569,2017Q1
la Verneda i la Pau,73,Neighbourhood,688.627962466488,2017Q1
les Tres Torres,24,Neighbourhood,1516.52294117647,2017Q1
Sant Gervasi - Galvany,26,Neighbourhood,1311.46717647059,2017Q1
Horta,43,Neighbourhood,669.889565217391,2017Q1
Sant Antoni,10,Neighbourhood,876.969647058823,2017Q1
Horta-Guinardó,7,District,706.625984270734,2017Q1
Montbau,40,Neighbourhood,716.428571428571,2017Q1
Verdun,51,Neighbourhood,591.659502074689,2017Q1
el Carmel,37,Neighbourhood,597.091793478261,2017Q1
Catalunya,-1,Autonomous Community,626.020072728248,2017Q1
Gràcia,6,District,845.403455210238,2017Q1
Ciutat Meridiana,55,Neighbourhood,459.194666666667,2017Q1
la Barceloneta,3,Neighbourhood,745.81471411902,2017Q1
Sant Martí de Provençals,72,Neighbourhood,765.223061674009,2017Q1
la Marina de Port,13,Neighbourhood,689.15978021978,2017Q1
Sarrià-Sant Gervasi,5,District,1182.45933944954,2017Q1
el Baix Guinardó,33,Neighbourhood,770.942479892762,2017Q1
el Coll,29,Neighbourhood,724.939948186528,2017Q1
Hostafrancs,15,Neighbourhood,680.170307692308,2017Q1
Sant Gervasi - la Bonanova,25,Neighbourhood,1182.12051724138,2017Q1
Les Corts,4,District,1052.29799624589,2017Q1
Barcelona,-1,Municipality,877.276518327225,2017Q1
el Fort Pienc,5,Neighbourhood,900.418197343453,2017Q1
el Coll,29,Neighbourhood,687.422222222222,2017Q1
el Camp de l'Arpa del Clot,64,Neighbourhood,756.570732600733,2017Q1
el Raval,1,Neighbourhood,734.990826446281,2017Q1
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1001.48975308642,2017Q1
la Trinitat Nova,53,Neighbourhood,540.681818181818,2017Q1
Sants-Montjuïc,3,District,719.888027149321,2017Q1
Vilapicina i la Torre Llobeta,44,Neighbourhood,714.833316239316,2017Q1
Metropolità de Barcelona,-1,Functional Territorial Area,753.312048270741,2017Q1
la Prosperitat,52,Neighbourhood,624.577549019608,2017Q1
la Bordeta,16,Neighbourhood,739.348,2017Q1
Torre Baró,54,Neighbourhood,418.065555555556,2017Q1
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1248.0,2017Q1
el Guinardó,35,Neighbourhood,722.671255411255,2017Q1
la Font de la Guatlla,14,Neighbourhood,806.341290322581,2017Q1
Barcelona,-1,Municipality,845.149139476516,2017Q1
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,916.65269671505,2017Q1
Montbau,40,Neighbourhood,724.766382978723,2017Q1
la Marina de Port,13,Neighbourhood,691.424925373134,2017Q1
el Fort Pienc,5,Neighbourhood,871.078916666667,2017Q1
Sants-Montjuïc,3,District,763.167884381339,2017Q1
Baró de Viver,58,Neighbourhood,458.373636363636,2017Q1
la Prosperitat,52,Neighbourhood,628.112648870637,2017Q1
Pedralbes,21,Neighbourhood,1785.62831632653,2017Q1
Sarrià,23,Neighbourhood,1291.49893333333,2017Q1
la Trinitat Nova,53,Neighbourhood,541.482975206612,2017Q1
Porta,45,Neighbourhood,662.044129263914,2017Q1
Provençals del Poblenou,71,Neighbourhood,932.015901639345,2017Q1
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1101.66666666667,2017Q2
Sant Gervasi - Galvany,26,Neighbourhood,1287.2285326087,2017Q2
Sants,18,Neighbourhood,780.273396226415,2017Q2
el Turó de la Peira,46,Neighbourhood,600.84037037037,2017Q2
Sant Martí,10,District,827.61975869411,2017Q2
Metropolità de Barcelona,-1,Functional Territorial Area,738.524744180687,2017Q2
Ciutat Vella,1,District,815.266247987118,2017Q2
Montbau,40,Neighbourhood,677.088947368421,2017Q2
el Barri Gòtic,2,Neighbourhood,968.155427135678,2017Q2
el Carmel,37,Neighbourhood,597.579944444444,2017Q2
el Poblenou,68,Neighbourhood,899.888189300411,2017Q2
Navas,63,Neighbourhood,783.877421875,2017Q2
el Clot,65,Neighbourhood,740.914012345679,2017Q2
el Putxet i el Farró,27,Neighbourhood,902.421148148148,2017Q2
la Salut,30,Neighbourhood,855.697619047619,2017Q2
les Tres Torres,24,Neighbourhood,1646.76,2017Q2
la Sagrera,61,Neighbourhood,656.710535714286,2017Q2
Sant Antoni,10,Neighbourhood,887.784141104294,2017Q2
el Raval,1,Neighbourhood,714.293155737705,2017Q2
el Guinardó,35,Neighbourhood,722.282280701754,2017Q2
la Bordeta,16,Neighbourhood,760.976043956044,2017Q2
la Vall d'Hebron,41,Neighbourhood,819.108,2017Q2
la Font d'en Fargues,36,Neighbourhood,721.46875,2017Q2
la Vila de Gràcia,31,Neighbourhood,852.569951140065,2017Q2
la Sagrada Família,6,Neighbourhood,867.967046511628,2017Q2
Ciutat Meridiana,55,Neighbourhood,436.173333333333,2017Q2
Vilapicina i la Torre Llobeta,44,Neighbourhood,699.814615384615,2017Q2
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,756.803220338983,2017Q2
el Baix Guinardó,33,Neighbourhood,756.132426035503,2017Q2
Canyelles,49,Neighbourhood,677.5,2017Q2
Sant Gervasi - la Bonanova,25,Neighbourhood,1236.20853535354,2017Q2
la Trinitat Vella,57,Neighbourhood,434.9148,2017Q2
Horta,43,Neighbourhood,708.694921875,2017Q2
el Bon Pastor,59,Neighbourhood,647.694444444444,2017Q2
la Nova Esquerra de l'Eixample,9,Neighbourhood,949.963607594937,2017Q2
Les Corts,4,District,1043.3636039604,2017Q2
Sants - Badal,17,Neighbourhood,766.051428571429,2017Q2
Sant Andreu,60,Neighbourhood,728.085578947369,2017Q2
Sarrià-Sant Gervasi,5,District,1226.80820255474,2017Q2
Catalunya,-1,Autonomous Community,638.527481161994,2017Q2
la Teixonera,38,Neighbourhood,671.854556962025,2017Q2
Sant Andreu,9,District,695.451026315789,2017Q2
Sarrià,23,Neighbourhood,1423.85795031056,2017Q2
Eixample,2,District,987.608363636364,2017Q2
la Prosperitat,52,Neighbourhood,617.609830508474,2017Q2
Verdun,51,Neighbourhood,579.668055555555,2017Q2
el Parc i la Llacuna del Poblenou,66,Neighbourhood,907.135930232558,2017Q2
la Dreta de l'Eixample,7,Neighbourhood,1218.18156950673,2017Q2
el Coll,29,Neighbourhood,701.288888888889,2017Q2
el Congrés i els Indians,62,Neighbourhood,724.284305555556,2017Q2
la Barceloneta,3,Neighbourhood,738.251153846154,2017Q2
la Font de la Guatlla,14,Neighbourhood,785.020357142857,2017Q2
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,965.362045454544,2017Q2
Horta-Guinardó,7,District,694.965572815534,2017Q2
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1044.28342494715,2017Q2
Gràcia,6,District,859.379521276596,2017Q2
les Corts,19,Neighbourhood,1006.84293159609,2017Q2
Porta,45,Neighbourhood,640.952901234568,2017Q2
Can Baró,34,Neighbourhood,710.178125,2017Q2
el Besòs i el Maresme,70,Neighbourhood,606.612470588235,2017Q2
Hostafrancs,15,Neighbourhood,749.608473282443,2017Q2
la Maternitat i Sant Ramon,20,Neighbourhood,882.051328671329,2017Q2
la Trinitat Nova,53,Neighbourhood,533.303333333333,2017Q2
Sant Genís dels Agudells,39,Neighbourhood,680.795454545455,2017Q2
el Fort Pienc,5,Neighbourhood,884.985202952029,2017Q2
Nou Barris,8,District,605.674493116395,2017Q2
les Roquetes,50,Neighbourhood,505.974404761905,2017Q2
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,872.407451737452,2017Q2
Vallbona,56,Neighbourhood,302.518333333333,2017Q2
Sants-Montjuïc,3,District,754.474694754944,2017Q2
Barcelona,-1,Municipality,864.980356669975,2017Q2
la Vila Olímpica del Poblenou,67,Neighbourhood,1345.625625,2017Q2
Sant Martí de Provençals,72,Neighbourhood,750.71184,2017Q2
la Marina de Port,13,Neighbourhood,634.277596153846,2017Q2
Can Peguera,47,Neighbourhood,407.221666666667,2017Q2
Pedralbes,21,Neighbourhood,1666.62727272727,2017Q2
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,930.130591900312,2017Q2
Vallcarca i els Penitents,28,Neighbourhood,917.838870967742,2017Q2
la Guineueta,48,Neighbourhood,632.43447761194,2017Q2
la Verneda i la Pau,73,Neighbourhood,671.872897196262,2017Q2
Provençals del Poblenou,71,Neighbourhood,941.157128712871,2017Q2
el Camp de l'Arpa del Clot,64,Neighbourhood,765.736,2017Q2
el Turó de la Peira,46,Neighbourhood,613.796923076923,2017Q3
Sarrià,23,Neighbourhood,1364.01181818182,2017Q3
Porta,45,Neighbourhood,670.431323529412,2017Q3
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,880.004686346864,2017Q3
la Verneda i la Pau,73,Neighbourhood,711.987395833333,2017Q3
el Clot,65,Neighbourhood,775.270838323353,2017Q3
Barcelona,-1,Municipality,903.401477748487,2017Q3
el Baix Guinardó,33,Neighbourhood,804.261764705882,2017Q3
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,927.15711409396,2017Q3
el Carmel,37,Neighbourhood,610.13335443038,2017Q3
Gràcia,6,District,868.055193465176,2017Q3
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1098.20545977011,2017Q3
la Vila Olímpica del Poblenou,67,Neighbourhood,1189.26315789474,2017Q3
Sants-Montjuïc,3,District,791.341800467654,2017Q3
el Congrés i els Indians,62,Neighbourhood,761.191944444444,2017Q3
el Besòs i el Maresme,70,Neighbourhood,625.128404255319,2017Q3
la Barceloneta,3,Neighbourhood,758.1825,2017Q3
la Font de la Guatlla,14,Neighbourhood,817.63511627907,2017Q3
Sant Genís dels Agudells,39,Neighbourhood,713.377551020408,2017Q3
Sant Andreu,60,Neighbourhood,744.732916666667,2017Q3
la Vila de Gràcia,31,Neighbourhood,867.941961722488,2017Q3
Provençals del Poblenou,71,Neighbourhood,933.901730769231,2017Q3
Sant Antoni,10,Neighbourhood,922.455276243094,2017Q3
la Dreta de l'Eixample,7,Neighbourhood,1179.11053571429,2017Q3
la Nova Esquerra de l'Eixample,9,Neighbourhood,950.152840466926,2017Q3
Montbau,40,Neighbourhood,749.0,2017Q3
la Trinitat Nova,53,Neighbourhood,538.448125,2017Q3
Sants,18,Neighbourhood,812.483888888889,2017Q3
el Coll,29,Neighbourhood,799.44,2017Q3
les Tres Torres,24,Neighbourhood,1757.00065217391,2017Q3
Sant Andreu,9,District,726.720518207283,2017Q3
la Sagrera,61,Neighbourhood,692.493609467455,2017Q3
Hostafrancs,15,Neighbourhood,777.635104895105,2017Q3
el Bon Pastor,59,Neighbourhood,653.719428571429,2017Q3
Ciutat Vella,1,District,848.090769230769,2017Q3
Canyelles,49,Neighbourhood,701.5,2017Q3
el Fort Pienc,5,Neighbourhood,933.538414634147,2017Q3
Sants - Badal,17,Neighbourhood,796.500817610063,2017Q3
Sant Martí,10,District,849.380465815177,2017Q3
la Maternitat i Sant Ramon,20,Neighbourhood,970.706842105263,2017Q3
la Font d'en Fargues,36,Neighbourhood,922.75,2017Q3
la Marina de Port,13,Neighbourhood,711.93202247191,2017Q3
Sant Gervasi - la Bonanova,25,Neighbourhood,1324.39782608696,2017Q3
Horta,43,Neighbourhood,704.573515151515,2017Q3
la Vall d'Hebron,41,Neighbourhood,805.869565217391,2017Q3
Ciutat Meridiana,55,Neighbourhood,423.087575757576,2017Q3
Metropolità de Barcelona,-1,Functional Territorial Area,777.179446544685,2017Q3
el Guinardó,35,Neighbourhood,739.677941176471,2017Q3
les Roquetes,50,Neighbourhood,560.558529411765,2017Q3
Can Baró,34,Neighbourhood,698.029411764706,2017Q3
Catalunya,-1,Autonomous Community,677.15812274553,2017Q3
la Guineueta,48,Neighbourhood,625.232222222222,2017Q3
la Trinitat Vella,57,Neighbourhood,532.332432432432,2017Q3
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,1093.33577777778,2017Q3
la Prosperitat,52,Neighbourhood,625.661475409836,2017Q3
Eixample,2,District,1007.04609460516,2017Q3
Vilapicina i la Torre Llobeta,44,Neighbourhood,750.425496183206,2017Q3
la Salut,30,Neighbourhood,804.264943820225,2017Q3
el Poblenou,68,Neighbourhood,917.866441441441,2017Q3
Les Corts,4,District,1089.05457044674,2017Q3
el Parc i la Llacuna del Poblenou,66,Neighbourhood,905.241573033708,2017Q3
Sant Gervasi - Galvany,26,Neighbourhood,1377.81757493188,2017Q3
el Barri Gòtic,2,Neighbourhood,1028.4942408377,2017Q3
Torre Baró,54,Neighbourhood,463.166666666667,2017Q3
la Bordeta,16,Neighbourhood,861.686991150443,2017Q3
Verdun,51,Neighbourhood,593.641403508772,2017Q3
Nou Barris,8,District,630.780198412698,2017Q3
el Raval,1,Neighbourhood,764.853388773389,2017Q3
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,759.866146496815,2017Q3
Horta-Guinardó,7,District,724.154738878143,2017Q3
les Corts,19,Neighbourhood,1013.56786931818,2017Q3
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1360.41666666667,2017Q3
la Teixonera,38,Neighbourhood,643.73515625,2017Q3
Sarrià-Sant Gervasi,5,District,1291.89727432077,2017Q3
